title,project_description,keywords,gse,bioproject_id,bioproject_id_cohort,paper,n_samples,notes,timepoints,time_type,doses,human_atlas,human_dataset,vaccine_type,target_pathogen,target_antigen,adjuvanted,sample_source,administration_route,sequencing,organism_name,raw_data_available,train,test,atlas,translational
Comparative transcriptomics between species to assess the immune mechanisms underlying the increased reactogenicity of the four component meningococcal capsular group B vaccine when given concomitantly with routinely-administered vaccines,"Whole blood RNA-seq and single cell RNA-seq on neutrophils was leveraged to explore gene expression changes induced in mice 24 hours after immunisation with a second dose of a licensed vaccine against capsular group B, meningococcus, the same vaccine in combination with routinely-administered vaccines, routine vaccines on their own, or a PBS control immunisation. Overall design: mRNA was profiled from RNA extracted from mouse neutrophils or whole blood, 6 samples per group (neutrophils pool from each sample to yield one sample per group for single cell sequencing) , using an Illumina HiSeq4000 or NovaSeq, respectively.","bulk, single cell, whole blood, meningococcical B, neutrophils",GSE132199,546495,,https://www.nature.com/articles/s41598-019-50310-0,27,NA,NA,,,Yes,Partially,Subunit,Neisseria meningitidis,"Menincococcal B (4CMenB (Bexsero®, GlaxoSmithKline)",,Blood (neutrophils),Intramuscular,Bulk//scRNAseq,Mus musculus,"Only RNAseq. Request serology data, present in the paper",TRUE,FALSE,FALSE,FALSE
Dirty mice as an alternative for preclinical vaccine testing,"Laboratory mice comprise an inexpensive and expeditious model organism for preclinical vaccine testing; however, vaccine immunogenicity often fails to adequately translate to humans. Recent reports indicate that reconstituting physiologic microbial experience to specific pathogen free (SPF) mice induces durable immunological changes that better recapitulate the human immune system. We examined the impact of microbial experience on responses to vaccination after cohousing laboratory mice with pet store mice. We demonstrate that human transcriptional responses to influenza vaccination are better recapitulated in cohoused mice. Induction of humoral responses by vaccination was dampened in cohoused mice and resulted in poor control upon challenge. Additionally, the establishment of protective heterosubtypic T cell immunity was compromised in cohoused mice. In summary, SPF mice exaggerated both humoral and T cell protection induced by influenza vaccines compared to cohoused mice, suggesting that reconstituting microbial experience in laboratory mice through cohousing may better inform preclinical vaccine testing. Overall design: SAMPLE GROUP 1: Pet store mice were purchased from various Twin Cities area pet stores. Pet store mice were cohoused with 8-week-old female C57BL/6 (The Jackson Laboratory). Cohousing occurred within a BSL-3 facility. C57BL/6 mice were cohoused for 60 days, bled for flow cytometry analysis and screened for infectious agents using EZ-spot and PCR Rodent Infections Agent (PRIA) array methods (Charles River Laboratories). Age-matched mice were maintained in SPF facilities. SAMPLE GROUP 2: For IAV infections, mice were anesthetized using a weight-based dose of ketamine/xylazine delivered intraperitoneally (i.p.). Mice were vaccinated intranasally (i.n.) with 1000 PFU of X31 or vaccinated intramuscularly (i.m.) with 180 ug of 2019-2020 seasonal quadrivalent influenza vaccine (Sanofi Pasteur) with or without 25 uL AddaVax (InvivoGen). For challenge, mice were infected i.n. with 1000 PFU of PR8. Whole lungs were harvested and RNA was extracted using AllPrep DNA/RNA kit (Qiagen). The cDNA library was prepared using strand-specific RNA-sequencing protocols. Samples were run on an Illumina NovaSeq (50 bp paired-end). We obtained an average of 27 million read pairs per sample. Sequencing reads were mapped to the mouse genome (GRCm38) using Bowtie aligner (bowtie2 version 2.3.4.1) with local mode, -L 22 and -N 1 parameters (Langmead and Salzberg, 2012). Reads were assigned to Ensembl gene models (Mus_musculus.GRCm38.87.gtf) with featureCounts of the Subread software package (version 1.5.1) (Liao et al., 2014). The reads count matrices were organized corresponding to experimental design and used for subsequent statistical analysis using the bioconductor package edgeR (version 3.24.3) (McCarthy et al., 2012; Robinson et al., 2010). The raw reads count table were normalized by using default method in the package prior to generating statistics. Multidimensional scaling was performed with edgeR using the top 500 differentially expressed genes across samples. The regression model in the edgeR package with block design and interaction model was used for statistical analysis to select the corresponding significant genes. Gene ontology analysis was performed using Panther on genes in each cluster with an adjusted p value <0.01 and LogFC >0.5. Mouse PBMCs were isolated using Ficol-Paque PREMIUM (Millipore Sigma) and RNA was extracted using RNeasy Micro Plus Kit (Qiagen). The cDNA library was prepared using strand-specific RNA-sequencing protocols. Samples were run on an Illumina NovaSeq (150 bp paired-end). We obtained an average of 35 million read pairs per sample. Sequence processing and mapping was performed as described above. The normalized reads table of mouse blood samples were reformatted to meet the requirements for the subsequent GSEA analysis (Mootha et al., 2003; Subramanian et al., 2005). The gene lists were prepared from human vaccination data and merged into an immune geneset (c7.immune.datasets.gmt) to generate a customized geneset (c7.custom.immune.datasets.gmt) (Mootha et al., 2003; Subramanian et al., 2005). The mouse datasets originated from either SPF or dirty mouse models were computed against the customized geneset by using desktop GSEA analysis engine with default parameters except the enrichment plot generation.","dirty mice, influenza",GSE182858,758072,758072_Cal09_lungs,https://pubmed.ncbi.nlm.nih.gov/34731647/,102,Interesting! Link: https://pubmed.ncbi.nlm.nih.gov/34731647/,-3//0//3,Hour,,Yes,MSigDB,Inactivated,Influenza,Cal/09 (split),w/o Addavax,Lungs,Intranasal,Bulk,Mus musculus,"Only RNAseq. Request serology data, present in the paper",FALSE,FALSE,FALSE,FALSE
Dirty mice as an alternative for preclinical vaccine testing,"Laboratory mice comprise an inexpensive and expeditious model organism for preclinical vaccine testing; however, vaccine immunogenicity often fails to adequately translate to humans. Recent reports indicate that reconstituting physiologic microbial experience to specific pathogen free (SPF) mice induces durable immunological changes that better recapitulate the human immune system. We examined the impact of microbial experience on responses to vaccination after cohousing laboratory mice with pet store mice. We demonstrate that human transcriptional responses to influenza vaccination are better recapitulated in cohoused mice. Induction of humoral responses by vaccination was dampened in cohoused mice and resulted in poor control upon challenge. Additionally, the establishment of protective heterosubtypic T cell immunity was compromised in cohoused mice. In summary, SPF mice exaggerated both humoral and T cell protection induced by influenza vaccines compared to cohoused mice, suggesting that reconstituting microbial experience in laboratory mice through cohousing may better inform preclinical vaccine testing. Overall design: SAMPLE GROUP 1: Pet store mice were purchased from various Twin Cities area pet stores. Pet store mice were cohoused with 8-week-old female C57BL/6 (The Jackson Laboratory). Cohousing occurred within a BSL-3 facility. C57BL/6 mice were cohoused for 60 days, bled for flow cytometry analysis and screened for infectious agents using EZ-spot and PCR Rodent Infections Agent (PRIA) array methods (Charles River Laboratories). Age-matched mice were maintained in SPF facilities. SAMPLE GROUP 2: For IAV infections, mice were anesthetized using a weight-based dose of ketamine/xylazine delivered intraperitoneally (i.p.). Mice were vaccinated intranasally (i.n.) with 1000 PFU of X31 or vaccinated intramuscularly (i.m.) with 180 ug of 2019-2020 seasonal quadrivalent influenza vaccine (Sanofi Pasteur) with or without 25 uL AddaVax (InvivoGen). For challenge, mice were infected i.n. with 1000 PFU of PR8. Whole lungs were harvested and RNA was extracted using AllPrep DNA/RNA kit (Qiagen). The cDNA library was prepared using strand-specific RNA-sequencing protocols. Samples were run on an Illumina NovaSeq (50 bp paired-end). We obtained an average of 27 million read pairs per sample. Sequencing reads were mapped to the mouse genome (GRCm38) using Bowtie aligner (bowtie2 version 2.3.4.1) with local mode, -L 22 and -N 1 parameters (Langmead and Salzberg, 2012). Reads were assigned to Ensembl gene models (Mus_musculus.GRCm38.87.gtf) with featureCounts of the Subread software package (version 1.5.1) (Liao et al., 2014). The reads count matrices were organized corresponding to experimental design and used for subsequent statistical analysis using the bioconductor package edgeR (version 3.24.3) (McCarthy et al., 2012; Robinson et al., 2010). The raw reads count table were normalized by using default method in the package prior to generating statistics. Multidimensional scaling was performed with edgeR using the top 500 differentially expressed genes across samples. The regression model in the edgeR package with block design and interaction model was used for statistical analysis to select the corresponding significant genes. Gene ontology analysis was performed using Panther on genes in each cluster with an adjusted p value <0.01 and LogFC >0.5. Mouse PBMCs were isolated using Ficol-Paque PREMIUM (Millipore Sigma) and RNA was extracted using RNeasy Micro Plus Kit (Qiagen). The cDNA library was prepared using strand-specific RNA-sequencing protocols. Samples were run on an Illumina NovaSeq (150 bp paired-end). We obtained an average of 35 million read pairs per sample. Sequence processing and mapping was performed as described above. The normalized reads table of mouse blood samples were reformatted to meet the requirements for the subsequent GSEA analysis (Mootha et al., 2003; Subramanian et al., 2005). The gene lists were prepared from human vaccination data and merged into an immune geneset (c7.immune.datasets.gmt) to generate a customized geneset (c7.custom.immune.datasets.gmt) (Mootha et al., 2003; Subramanian et al., 2005). The mouse datasets originated from either SPF or dirty mouse models were computed against the customized geneset by using desktop GSEA analysis engine with default parameters except the enrichment plot generation.","dirty mice, influenza",GSE182858,758072,758072_Quad19_20_lungs,https://pubmed.ncbi.nlm.nih.gov/34731647/,102,Interesting! Link: https://pubmed.ncbi.nlm.nih.gov/34731647/,-3//0//3,Hour,,Yes,MSigDB,Inactivated,Influenza,Quadrivalent 2019-2020 (split),w/o Addavax,Lungs,Intranasal,Bulk,Mus musculus,"Only RNAseq. Request serology data, present in the paper",FALSE,FALSE,FALSE,FALSE
Identification of Biomarkers of Vaccine Reactogenicity,"Systems vaccinology approaches have been used to successfully define early signatures of the vaccine-induced immune response. However, the possibility that transcriptomics can also predict vaccine reactogenicity has not been fully explored. We have compared four licensed vaccines that have a demonstrated safety profile, as well as three agonists of TLRs that have a known inflammatory potential, to elucidate the transcriptomic profile of an acceptable response to a vaccination versus those which push the inflammatory envelope. In mice, we looked at the transcriptomic changes in the injected muscle, the lymph node that drained the muscle and the PBMC isolated from the circulating blood from the very early timepoint of 4 hours to over the period of one week. A detailed examination and comparative analysis of the transcriptome from each of these tissues, at all the timepoints of 4, 8, 24, 48, 72 and 168 hr and with these eight different vaccines, TLR or saline control injections, revealed a set of novel biomarkers that are reflective of inflammation after vaccination. These biomarkers are easily sampled and readily measurable in the peripheral blood, providing a useful tool to predict levels of reactogenicity, as a way to select candidates with acceptable immunogenicity and safety profiles. Overall design: High-quality RNA samples isolated from muscle tissue excised around the injection site, the draining medial iliac lymph nodes (MLN) and total PBMCs of mice at 4, 8, 24, 48, 72, 168 hours after the vaccination were subjected to genome-wide transcriptome analysis.","reactogenicity, pbmcs, different licensed vaccines,",GSE120661,494386,494386_Sub,https://pubmed.ncbi.nlm.nih.gov/31084714/,839,Reactogenicity,4//8//24//48//72//168,Hour,,Yes,No,Multiple,Multiple,"Pentavac (Diphtheria, tetanus, pertussis (whole cell)//hepatitis B (rDNA)//haemophilus type b conjugate vaccine)",,PBMCs,Intramuscular,Bulk,Mus musculus,"Only RNAseq. Request serology data, present in the paper",TRUE,FALSE,FALSE,FALSE
Dirty mice as an alternative for preclinical vaccine testing,"Laboratory mice comprise an inexpensive and expeditious model organism for preclinical vaccine testing; however, vaccine immunogenicity often fails to adequately translate to humans. Recent reports indicate that reconstituting physiologic microbial experience to specific pathogen free (SPF) mice induces durable immunological changes that better recapitulate the human immune system. We examined the impact of microbial experience on responses to vaccination after cohousing laboratory mice with pet store mice. We demonstrate that human transcriptional responses to influenza vaccination are better recapitulated in cohoused mice. Induction of humoral responses by vaccination was dampened in cohoused mice and resulted in poor control upon challenge. Additionally, the establishment of protective heterosubtypic T cell immunity was compromised in cohoused mice. In summary, SPF mice exaggerated both humoral and T cell protection induced by influenza vaccines compared to cohoused mice, suggesting that reconstituting microbial experience in laboratory mice through cohousing may better inform preclinical vaccine testing. Overall design: SAMPLE GROUP 1: Pet store mice were purchased from various Twin Cities area pet stores. Pet store mice were cohoused with 8-week-old female C57BL/6 (The Jackson Laboratory). Cohousing occurred within a BSL-3 facility. C57BL/6 mice were cohoused for 60 days, bled for flow cytometry analysis and screened for infectious agents using EZ-spot and PCR Rodent Infections Agent (PRIA) array methods (Charles River Laboratories). Age-matched mice were maintained in SPF facilities. SAMPLE GROUP 2: For IAV infections, mice were anesthetized using a weight-based dose of ketamine/xylazine delivered intraperitoneally (i.p.). Mice were vaccinated intranasally (i.n.) with 1000 PFU of X31 or vaccinated intramuscularly (i.m.) with 180 ug of 2019-2020 seasonal quadrivalent influenza vaccine (Sanofi Pasteur) with or without 25 uL AddaVax (InvivoGen). For challenge, mice were infected i.n. with 1000 PFU of PR8. Whole lungs were harvested and RNA was extracted using AllPrep DNA/RNA kit (Qiagen). The cDNA library was prepared using strand-specific RNA-sequencing protocols. Samples were run on an Illumina NovaSeq (50 bp paired-end). We obtained an average of 27 million read pairs per sample. Sequencing reads were mapped to the mouse genome (GRCm38) using Bowtie aligner (bowtie2 version 2.3.4.1) with local mode, -L 22 and -N 1 parameters (Langmead and Salzberg, 2012). Reads were assigned to Ensembl gene models (Mus_musculus.GRCm38.87.gtf) with featureCounts of the Subread software package (version 1.5.1) (Liao et al., 2014). The reads count matrices were organized corresponding to experimental design and used for subsequent statistical analysis using the bioconductor package edgeR (version 3.24.3) (McCarthy et al., 2012; Robinson et al., 2010). The raw reads count table were normalized by using default method in the package prior to generating statistics. Multidimensional scaling was performed with edgeR using the top 500 differentially expressed genes across samples. The regression model in the edgeR package with block design and interaction model was used for statistical analysis to select the corresponding significant genes. Gene ontology analysis was performed using Panther on genes in each cluster with an adjusted p value <0.01 and LogFC >0.5. Mouse PBMCs were isolated using Ficol-Paque PREMIUM (Millipore Sigma) and RNA was extracted using RNeasy Micro Plus Kit (Qiagen). The cDNA library was prepared using strand-specific RNA-sequencing protocols. Samples were run on an Illumina NovaSeq (150 bp paired-end). We obtained an average of 35 million read pairs per sample. Sequence processing and mapping was performed as described above. The normalized reads table of mouse blood samples were reformatted to meet the requirements for the subsequent GSEA analysis (Mootha et al., 2003; Subramanian et al., 2005). The gene lists were prepared from human vaccination data and merged into an immune geneset (c7.immune.datasets.gmt) to generate a customized geneset (c7.custom.immune.datasets.gmt) (Mootha et al., 2003; Subramanian et al., 2005). The mouse datasets originated from either SPF or dirty mouse models were computed against the customized geneset by using desktop GSEA analysis engine with default parameters except the enrichment plot generation.","dirty mice, influenza",GSE182858,758072,758072_Cal09_pbmc,https://pubmed.ncbi.nlm.nih.gov/34731647/,102,Interesting! Link: https://pubmed.ncbi.nlm.nih.gov/34731647/,-3//0//3,Hour,,Yes,Partial,Inactivated,Influenza,Cal/09 (split),w/o Addavax,PBMCs,Intranasal,Bulk,Mus musculus,"Only RNAseq. Request serology data, present in the paper",TRUE,FALSE,FALSE,FALSE
Dirty mice as an alternative for preclinical vaccine testing,"Laboratory mice comprise an inexpensive and expeditious model organism for preclinical vaccine testing; however, vaccine immunogenicity often fails to adequately translate to humans. Recent reports indicate that reconstituting physiologic microbial experience to specific pathogen free (SPF) mice induces durable immunological changes that better recapitulate the human immune system. We examined the impact of microbial experience on responses to vaccination after cohousing laboratory mice with pet store mice. We demonstrate that human transcriptional responses to influenza vaccination are better recapitulated in cohoused mice. Induction of humoral responses by vaccination was dampened in cohoused mice and resulted in poor control upon challenge. Additionally, the establishment of protective heterosubtypic T cell immunity was compromised in cohoused mice. In summary, SPF mice exaggerated both humoral and T cell protection induced by influenza vaccines compared to cohoused mice, suggesting that reconstituting microbial experience in laboratory mice through cohousing may better inform preclinical vaccine testing. Overall design: SAMPLE GROUP 1: Pet store mice were purchased from various Twin Cities area pet stores. Pet store mice were cohoused with 8-week-old female C57BL/6 (The Jackson Laboratory). Cohousing occurred within a BSL-3 facility. C57BL/6 mice were cohoused for 60 days, bled for flow cytometry analysis and screened for infectious agents using EZ-spot and PCR Rodent Infections Agent (PRIA) array methods (Charles River Laboratories). Age-matched mice were maintained in SPF facilities. SAMPLE GROUP 2: For IAV infections, mice were anesthetized using a weight-based dose of ketamine/xylazine delivered intraperitoneally (i.p.). Mice were vaccinated intranasally (i.n.) with 1000 PFU of X31 or vaccinated intramuscularly (i.m.) with 180 ug of 2019-2020 seasonal quadrivalent influenza vaccine (Sanofi Pasteur) with or without 25 uL AddaVax (InvivoGen). For challenge, mice were infected i.n. with 1000 PFU of PR8. Whole lungs were harvested and RNA was extracted using AllPrep DNA/RNA kit (Qiagen). The cDNA library was prepared using strand-specific RNA-sequencing protocols. Samples were run on an Illumina NovaSeq (50 bp paired-end). We obtained an average of 27 million read pairs per sample. Sequencing reads were mapped to the mouse genome (GRCm38) using Bowtie aligner (bowtie2 version 2.3.4.1) with local mode, -L 22 and -N 1 parameters (Langmead and Salzberg, 2012). Reads were assigned to Ensembl gene models (Mus_musculus.GRCm38.87.gtf) with featureCounts of the Subread software package (version 1.5.1) (Liao et al., 2014). The reads count matrices were organized corresponding to experimental design and used for subsequent statistical analysis using the bioconductor package edgeR (version 3.24.3) (McCarthy et al., 2012; Robinson et al., 2010). The raw reads count table were normalized by using default method in the package prior to generating statistics. Multidimensional scaling was performed with edgeR using the top 500 differentially expressed genes across samples. The regression model in the edgeR package with block design and interaction model was used for statistical analysis to select the corresponding significant genes. Gene ontology analysis was performed using Panther on genes in each cluster with an adjusted p value <0.01 and LogFC >0.5. Mouse PBMCs were isolated using Ficol-Paque PREMIUM (Millipore Sigma) and RNA was extracted using RNeasy Micro Plus Kit (Qiagen). The cDNA library was prepared using strand-specific RNA-sequencing protocols. Samples were run on an Illumina NovaSeq (150 bp paired-end). We obtained an average of 35 million read pairs per sample. Sequence processing and mapping was performed as described above. The normalized reads table of mouse blood samples were reformatted to meet the requirements for the subsequent GSEA analysis (Mootha et al., 2003; Subramanian et al., 2005). The gene lists were prepared from human vaccination data and merged into an immune geneset (c7.immune.datasets.gmt) to generate a customized geneset (c7.custom.immune.datasets.gmt) (Mootha et al., 2003; Subramanian et al., 2005). The mouse datasets originated from either SPF or dirty mouse models were computed against the customized geneset by using desktop GSEA analysis engine with default parameters except the enrichment plot generation.","dirty mice, influenza",GSE182858,758072,758072_Quad19_20_pbmc,https://pubmed.ncbi.nlm.nih.gov/34731647/,102,Interesting! Link: https://pubmed.ncbi.nlm.nih.gov/34731647/,-3//0//3,Hour,,Yes,Partial,Inactivated,Influenza,Quadrivalent 2019-2020 (split),w/o Addavax,PBMCs,Intranasal,Bulk,Mus musculus,"Only RNAseq. Request serology data, present in the paper",TRUE,FALSE,FALSE,FALSE
Vaccines combining slow release and follicle targeting of antigens increase germinal center B cell clonal diversity and clonal expansion,"Vaccines incorporating slow release, multivalent antigen display, and/or immunomodulation through adjuvants have important roles in shaping the humoral immune response. Here, we analyzed mechanisms of action of a clinically relevant combination adjuvant strategy, where phosphoserine (pSer)-tagged immunogens bound to aluminum hydroxide (alum) adjuvant (promoting prolonged antigen release to draining lymph nodes) are combined with a potent saponin nanoparticle adjuvant termed SMNP (which alters lymph flow and antigen entry into lymph nodes). When employed with a stabilized HIV Env trimer antigen in mice, this combined adjuvant approach promoted substantial enhancements in germinal center (GC) and antibody responses relative to either adjuvant alone. Using scRNA-seq and scBCR-seq, we found that the alum-pSer/SMNP combination augmented the clonal expansion and diversity of GC B cell repertoire, coincident with increased expression of positive selection markers and proportion of S-phase GC B cells. To gain insight into the source of these changes in the GC response, we analyzed antigen biodistribution and structural integrity in draining lymph nodes and found that the combination adjuvant approach, but not alum-pSer delivery or SMNP alone, promoted accumulation of intact antigen on follicular dendritic cells (FDCs), reflecting an integration of the effects by slowing antigen release and altering lymph node uptake. Ablating the Cr1/2 complex on FDCs significantly hampered antigen-specific GC response, corroborating enhanced FDC decoration as the key mechanism of improved vaccine response. These results demonstrate how adjuvants with complementary mechanisms of action impacting vaccine biodistribution and kinetics can synergize to enhance humoral immunity. Overall design: On day 14 post-immunization, antigen-specific germinal center B cells were isolated from inguinal lymph nodes using fluorescent-activated cell sorting. Sorted cells were immediated loaded onto SeqWell arrays for scRNA-seq.","scRNA, hiv, adjuvant",GSE288450,1217578,,,33,NA,NA,,,Partial,No,Subunit,HIV,Env trimer,"alum, saponin",GC B cells from lymph nodes,NA,scRNA and scBCR,Mus musculus,"Only RNAseq, no paper, no serology.",FALSE,TRUE,FALSE,FALSE
Differential gene expression in W614A-3S peptide-specific B cell populations following W614A-3S peptide-KLH vaccination using Squalene emulsion and Alum formulation,"W614A-3S peptide is a modified 3S motif of the HIV-gp41 (mutation W614A). We previously detected the presence of natural neutralizing antibodies directed against W614A-3S peptide (NAbs) in long-term non-progressor HIV+ patients. Here, we compared the efficacy of W614A-3S peptide formulated in either squalene emulsion (SQE) or in aluminum hydroxide (Alum) in inducing broadly-NAbs (bNAbs). Rabbit and mouse models were used to screen the induction of bNAbs following 4 immunizations. SQE was more efficient than Alum formulation in inducing W614A-3S-specific bNAbs with up to 67-93% of HIV strains neutralized. We then analyzed the quality of peptide-specific murine B cells by single-cell gene expression by quantitative Reverse Transcription-PCR and single-cell V(D)J sequencing. We found more frequent germinal center B cells in SQE than in Alum, albeit with a different gene expression profile. The V(D)J sequencing of W614A-3S-specific BCR showed significant differences in BCR sequences and validates the dichotomy between adjuvant formulations. All sixteen BCR sequences which were cloned were specific of peptide. Adjuvant formulations of W614A-3S-peptide-conjugated immunogen impact the quantity and quality of B cell immune responses at both the gene expression level and BCR sequence. We used a single-cell quantitative Reverse Transcription-PCR (qRT-PCR) approach to compare between the two formulations the quality of W614A-3S-specific B cell populations isolated from draining lymph nodes, one week after 2nd and 3rd immunizations (W3 and W5, respectively). Overall design: Draining lymph nodes (dLNs; n=pool of 5 mice/condition - two independent experiments) were harvested at W3 and W5 after immunization, and used to isolate peptide-specific B cells and to perform single-cell gene expression analysis.","hiv, peptide, draining lymph nodes, scRNAseq",GSE198952,817566,,,8,NA,?,,,Partial,No,Subunit,HIV,Peptide,Alum,Lymph node (B cells),NA,scRNAseq,Mus musculus,"Only RNAseq, no paper, no serology.",FALSE,TRUE,FALSE,FALSE
Ten day time course of effect of influenza vaccination on gene expression profiles of PBMC and circulating B cells in mice,"Study was to explore the immune and transcriptomic response to seasonal influenza vaccination (TIV) in mice. For more information see Immport study SDY583. Overall design: 22 total samples, 6 mice per sample: 11 PBMC samples (0, 1, 2, 3, 4, 5, 6, 7, 8, 9, or 10 days post-vaccine boost) and 11 B cell samples  (0, 1, 2, 3, 4, 5, 6, 7, 8, 9, or 10 days post-vaccine boost)","influenza, pbmc, b cell",GSE68768,283896,,NA,NA,NA,0//10,Day,,Yes,MSigDB/13Vax,Inactivated,Influenza,,NA,PBMCs,NA,Bulk,Mus musculus,"Only RNAseq, no paper, no serology.",TRUE,FALSE,FALSE,FALSE
Neutrophil Subtypes Shape HIV-specific CD8 T Cell Responses After Vaccinia Virus Infection.,"Neutrophils are innate immune cells involved in the elimination of pathogens. Recent studies showed that neutrophils can also act as antigen presenting cells (APC) to induce adaptive immune responses. Specific neutrophil populations (Na and Nb) with different levels of APC markers and in vitro distinct capacity to generate vaccinia virus (VACV)-specific CD8 T cell responses have been shown. However, how these neutrophil subtypes exert their role in vivo and how manipulation of Nb/Na ratio can influence vaccine-mediated immune responses are not known. In the context of VACV infection, we characterized HIV-specific CD8 T cell responses, delineated neutrophil transcriptomic profiles and described neutrophil dynamic behaviors in the spleen. By splenic multiphoton intravital microscopy (MV-IVM), we could distinguish both neutrophil subtypes and found that they showed distinct migratory and motility patterns and different ability to interact with CD8 T cells and move towards them. After analysis of adhesion, inflammatory and migration receptors from peritoneal cavity, blood and spleen, we defined that Nb neutrophils overexpressed the trans-endothelial migration marker a4b1integrin compared to Na subtype. Finally, by inhibiting a4b1integrin, we increased the Nb/Na ratio in peritoneal cavity and spleen, and in turn enhanced CD8 T cell responses to HIV-antigens. These findings provide significant advancements in the comprehension of neutrophil-based control of adaptive immune system. These results are relevant in vaccine vector design that could induce distinct neutrophil subtypes and, in consequence modulate antigen-specific T cell responses. Overall design: Bulk RNA-seq of Nα and Nβ shorted from pertinoneal washes of three mice immunized with 10^7 pfu of NYVAC-C Δ3","HIV, vaccinia VACV, bulk rnaseq, spleen",GSE165227,693704,,,5,NA,NA,,,Yes,No,Viral vector,HIV,(Vaccinia),NA,Peritoneum,NA,Bulk,Mus musculus,"Only RNAseq, no paper, no serology.",FALSE,TRUE,FALSE,FALSE
