chrom	chromStart	chromEnd	name	score	value	geneAssociationMethods	color	geneHancerChrom	geneHancerStart	geneHancerEnd	geneHancerIdentifier	geneHancerStrand	geneChrom	geneStart	geneEnd	geneName	geneStrand
chr18	14935907	14946267	LINC01443/GH18J014935	3	3.09	eQTLs,Distance	237,177,32	chr18	14935907	14937219	GH18J014935	.	chr18	14946266	14946267	LINC01443	+
chr18	21242241	21454118	GREB1L/GH18J021450	3	3.55	eQTLs,Distance	0,114,189	chr18	21450997	21454118	GH18J021450	.	chr18	21242241	21242242	GREB1L	+
chr18	21242241	21267736	GREB1L/GH18J021265	5	8.46	C-HiC,Distance	0,114,189	chr18	21265947	21267736	GH18J021265	.	chr18	21242241	21242242	GREB1L	+
chr18	21242241	21265227	GREB1L/GH18J021264	6	11.37	C-HiC,Distance	0,114,189	chr18	21264319	21265227	GH18J021264	.	chr18	21242241	21242242	GREB1L	+
chr18	21598556	21612267	SNRPD1/GH18J021598	617	1516.45	eQTLs,Distance	0,114,189	chr18	21598556	21602928	GH18J021598	.	chr18	21612266	21612267	SNRPD1	+
chr18	21598556	21602928	ESCO1/GH18J021598	626	1539.77	eQTLs,TF_co-expression,Distance	162,20,47	chr18	21598556	21602928	GH18J021598	.	chr18	21600883	21600884	ESCO1	-
chr18	21600883	21705554	ESCO1/GH18J021701	40	93.86	eQTLs,TF_co-expression	162,20,47	chr18	21701301	21705554	GH18J021701	.	chr18	21600883	21600884	ESCO1	-
chr18	21611557	21613735	SNRPD1/GH18J021611	615	1510.85	eQTLs,Distance	0,114,189	chr18	21611557	21613735	GH18J021611	.	chr18	21612266	21612267	SNRPD1	+
chr18	21679992	21704805	ABHD3/GH18J021679	5	7.62	eQTLs,Distance	119,172,48	chr18	21679992	21683652	GH18J021679	.	chr18	21704804	21704805	ABHD3	-
chr18	21684528	21704805	ABHD3/GH18J021684	6	10.18	eQTLs,Distance	119,172,48	chr18	21684528	21687851	GH18J021684	.	chr18	21704804	21704805	ABHD3	-
chr18	21701301	21705554	ABHD3/GH18J021701	542	1331.75	eQTLs,Distance	119,172,48	chr18	21701301	21705554	GH18J021701	.	chr18	21704804	21704805	ABHD3	-
chr18	21704956	21743261	MIB1/GH18J021739	538	1322.6	eQTLs,Distance	162,20,47	chr18	21739530	21743261	GH18J021739	.	chr18	21704956	21704957	MIB1	+
chr18	21704956	21736487	MIB1/GH18J021735	4	6.82	eQTLs,Distance	162,20,47	chr18	21735109	21736487	GH18J021735	.	chr18	21704956	21704957	MIB1	+
chr18	22163304	22199675	GATA6/GH18J022163	843	2073.16	eRNA_co-expression,Distance	119,172,48	chr18	22163304	22199675	GH18J022163	.	chr18	22169436	22169437	GATA6	+
chr18	22339987	22351332	LOC105372019/GH18J022339	6	11.96	eQTLs,Distance	119,172,48	chr18	22339987	22351332	GH18J022339	.	chr18	22349644	22349645	LOC105372019	-
chr18	22798177	22801284	RBBP8/GH18J022798	235	576.11	eQTLs,Distance	237,177,32	chr18	22798177	22801284	GH18J022798	.	chr18	22798260	22798261	RBBP8	+
chr18	22798260	22979286	RBBP8/GH18J022977	6	11.6	C-HiC,Distance	237,177,32	chr18	22977260	22979286	GH18J022977	.	chr18	22798260	22798261	RBBP8	+
chr18	22798260	22935800	RBBP8/GH18J022932	596	1465.87	eQTLs,Distance	237,177,32	chr18	22932489	22935800	GH18J022932	.	chr18	22798260	22798261	RBBP8	+
chr18	22798260	22917097	RBBP8/GH18J022912	4	7.21	eQTLs,Distance	237,177,32	chr18	22912375	22917097	GH18J022912	.	chr18	22798260	22798261	RBBP8	+
chr18	22798260	22859000	RBBP8/GH18J022855	5	9.78	eQTLs,C-HiC,Distance	237,177,32	chr18	22855599	22859000	GH18J022855	.	chr18	22798260	22798261	RBBP8	+
chr18	22798260	22849336	RBBP8/GH18J022846	4	5.54	eQTLs,Distance	237,177,32	chr18	22846028	22849336	GH18J022846	.	chr18	22798260	22798261	RBBP8	+
chr18	22798260	22832177	RBBP8/GH18J022831	3	4.75	eRNA_co-expression,Distance	237,177,32	chr18	22831099	22832177	GH18J022831	.	chr18	22798260	22798261	RBBP8	+
chr18	22798260	22823199	RBBP8/GH18J022821	4	5.85	eQTLs,Distance	237,177,32	chr18	22821657	22823199	GH18J022821	.	chr18	22798260	22798261	RBBP8	+
chr18	22798260	22818719	RBBP8/GH18J022816	4	6.8	eQTLs,Distance	237,177,32	chr18	22816436	22818719	GH18J022816	.	chr18	22798260	22798261	RBBP8	+
chr18	22798260	22814974	RBBP8/GH18J022813	4	6.11	eQTLs,Distance	237,177,32	chr18	22813679	22814974	GH18J022813	.	chr18	22798260	22798261	RBBP8	+
chr18	22813679	22907721	LOC101927571/GH18J022813	4	6.84	eQTLs,Distance	77,190,238	chr18	22813679	22814974	GH18J022813	.	chr18	22907720	22907721	LOC101927571	-
chr18	22816436	22907721	LOC101927571/GH18J022816	5	7.58	eQTLs,Distance	77,190,238	chr18	22816436	22818719	GH18J022816	.	chr18	22907720	22907721	LOC101927571	-
chr18	22825539	22907721	LOC101927571/GH18J022826	5	8.18	eQTLs,Distance	77,190,238	chr18	22825539	22828660	GH18J022826	.	chr18	22907720	22907721	LOC101927571	-
chr18	22829854	22907721	LOC101927571/GH18J022829	3	3.32	eQTLs,Distance	77,190,238	chr18	22829854	22830587	GH18J022829	.	chr18	22907720	22907721	LOC101927571	-
chr18	22831099	22907721	LOC101927571/GH18J022831	6	11.25	eQTLs,Distance	77,190,238	chr18	22831099	22832177	GH18J022831	.	chr18	22907720	22907721	LOC101927571	-
chr18	22843329	22907721	LOC101927571/GH18J022843	3	4.82	eQTLs,Distance	77,190,238	chr18	22843329	22845572	GH18J022843	.	chr18	22907720	22907721	LOC101927571	-
chr18	22846028	22907721	LOC101927571/GH18J022846	5	8.7	eQTLs,Distance	77,190,238	chr18	22846028	22849336	GH18J022846	.	chr18	22907720	22907721	LOC101927571	-
chr18	22855599	22907721	LOC101927571/GH18J022855	3	4.23	eQTLs,Distance	77,190,238	chr18	22855599	22859000	GH18J022855	.	chr18	22907720	22907721	LOC101927571	-
chr18	22871812	22907721	LOC101927571/GH18J022871	6	10.68	eQTLs,Distance	77,190,238	chr18	22871812	22873954	GH18J022871	.	chr18	22907720	22907721	LOC101927571	-
chr18	23104498	23134564	CABLES1/GH18J023104	495	1216.92	C-HiC,Distance	126,47,142	chr18	23104498	23108476	GH18J023104	.	chr18	23134563	23134564	CABLES1	+
chr18	23134563	23262230	CABLES1/GH18J023257	8	15.18	C-HiC,Distance	126,47,142	chr18	23257029	23262230	GH18J023257	.	chr18	23134563	23134564	CABLES1	+
chr18	23134563	23251601	CABLES1/GH18J023250	4	6.83	C-HiC,Distance	126,47,142	chr18	23250600	23251601	GH18J023250	.	chr18	23134563	23134564	CABLES1	+
chr18	23134563	23245203	CABLES1/GH18J023244	5	7.67	C-HiC,Distance	126,47,142	chr18	23243936	23245203	GH18J023244	.	chr18	23134563	23134564	CABLES1	+
chr18	23134563	23243444	CABLES1/GH18J023243	4	6.72	C-HiC,Distance	126,47,142	chr18	23243176	23243444	GH18J023243	.	chr18	23134563	23134564	CABLES1	+
chr18	23134563	23243073	CABLES1/GH18J023241	6	11.92	C-HiC,Distance	126,47,142	chr18	23241641	23243073	GH18J023241	.	chr18	23134563	23134564	CABLES1	+
chr18	23134563	23240833	CABLES1/GH18J023240	5	9.33	C-HiC,Distance	126,47,142	chr18	23240049	23240833	GH18J023240	.	chr18	23134563	23134564	CABLES1	+
chr18	23134563	23232776	CABLES1/GH18J023224	9	19.28	C-HiC,Distance	126,47,142	chr18	23224198	23232776	GH18J023224	.	chr18	23134563	23134564	CABLES1	+
chr18	23134563	23195369	CABLES1/GH18J023194	6	11.7	C-HiC,Distance	126,47,142	chr18	23194155	23195369	GH18J023194	.	chr18	23134563	23134564	CABLES1	+
chr18	23134563	23193071	CABLES1/GH18J023191	5	8.62	C-HiC,Distance	126,47,142	chr18	23191870	23193071	GH18J023191	.	chr18	23134563	23134564	CABLES1	+
chr18	23134563	23181221	CABLES1/GH18J023179	6	9.89	C-HiC,Distance	126,47,142	chr18	23179447	23181221	GH18J023179	.	chr18	23134563	23134564	CABLES1	+
chr18	23134563	23159944	CABLES1/GH18J023158	5	8.44	C-HiC,Distance	126,47,142	chr18	23158749	23159944	GH18J023158	.	chr18	23134563	23134564	CABLES1	+
chr18	23224198	23437969	TMEM241/GH18J023224	7	12.86	eQTLs,Distance	77,190,238	chr18	23224198	23232776	GH18J023224	.	chr18	23437968	23437969	TMEM241	-
chr18	23236980	23437969	TMEM241/GH18J023236	4	7.02	eQTLs,Distance	77,190,238	chr18	23236980	23239490	GH18J023236	.	chr18	23437968	23437969	TMEM241	-
chr18	23241641	23437969	TMEM241/GH18J023241	4	5.97	eQTLs,Distance	77,190,238	chr18	23241641	23243073	GH18J023241	.	chr18	23437968	23437969	TMEM241	-
chr18	23243936	23437969	TMEM241/GH18J023244	3	4.04	eQTLs,Distance	77,190,238	chr18	23243936	23245203	GH18J023244	.	chr18	23437968	23437969	TMEM241	-
chr18	23302093	23437969	TMEM241/GH18J023302	3	3.39	eQTLs,Distance	77,190,238	chr18	23302093	23304131	GH18J023302	.	chr18	23437968	23437969	TMEM241	-
chr18	23311195	23437969	TMEM241/GH18J023311	3	4.68	eQTLs,Distance	77,190,238	chr18	23311195	23313082	GH18J023311	.	chr18	23437968	23437969	TMEM241	-
chr18	23330536	23437969	TMEM241/GH18J023330	330	809.75	eQTLs,Distance	77,190,238	chr18	23330536	23332315	GH18J023330	.	chr18	23437968	23437969	TMEM241	-
chr18	23356228	23437969	TMEM241/GH18J023356	8	16.6	eQTLs,C-HiC,Distance	77,190,238	chr18	23356228	23359566	GH18J023356	.	chr18	23437968	23437969	TMEM241	-
chr18	23377170	23437969	TMEM241/GH18J023377	4	6.27	eQTLs,Distance	77,190,238	chr18	23377170	23381801	GH18J023377	.	chr18	23437968	23437969	TMEM241	-
chr18	23400303	23437969	TMEM241/GH18J023400	6	12.17	C-HiC,Distance	77,190,238	chr18	23400303	23402844	GH18J023400	.	chr18	23437968	23437969	TMEM241	-
chr18	23420873	23586898	NPC1/GH18J023420	10	20.66	eQTLs,eRNA_co-expression	119,172,48	chr18	23420873	23424141	GH18J023420	.	chr18	23586897	23586898	NPC1	-
chr18	23420873	23503470	RMC1/GH18J023420	9	19.35	eQTLs,eRNA_co-expression	237,177,32	chr18	23420873	23424141	GH18J023420	.	chr18	23503469	23503470	RMC1	+
chr18	23452822	23484438	RIOK3/GH18J023484	4	7.25	C-HiC,Distance	162,20,47	chr18	23484111	23484438	GH18J023484	.	chr18	23452822	23452823	RIOK3	+
chr18	23452822	23481558	RIOK3/GH18J023478	6	10.23	C-HiC,Distance	162,20,47	chr18	23478874	23481558	GH18J023478	.	chr18	23452822	23452823	RIOK3	+
chr18	23457800	23503470	RMC1/GH18J023457	6	9.87	eQTLs,C-HiC	237,177,32	chr18	23457800	23458400	GH18J023457	.	chr18	23503469	23503470	RMC1	+
chr18	23459881	23503470	RMC1/GH18J023459	9	18.79	eQTLs,C-HiC	237,177,32	chr18	23459881	23462110	GH18J023459	.	chr18	23503469	23503470	RMC1	+
chr18	23486953	23503470	RMC1/GH18J023486	8	16.54	eQTLs,Distance	237,177,32	chr18	23486953	23489808	GH18J023486	.	chr18	23503469	23503470	RMC1	+
chr18	23494890	23503470	RMC1/GH18J023494	12	25.44	eQTLs,Distance	237,177,32	chr18	23494890	23500211	GH18J023494	.	chr18	23503469	23503470	RMC1	+
chr18	23502249	23505110	RMC1/GH18J023502	622	1529.36	eQTLs,TF_co-expression,Distance	237,177,32	chr18	23502249	23505110	GH18J023502	.	chr18	23503469	23503470	RMC1	+
chr18	23503469	23587902	RMC1/GH18J023582	41	97.82	eQTLs,eRNA_co-expression,TF_co-expression	237,177,32	chr18	23582077	23587902	GH18J023582	.	chr18	23503469	23503470	RMC1	+
chr18	23503469	23581708	RMC1/GH18J023578	13	29.32	eQTLs,Distance	237,177,32	chr18	23578207	23581708	GH18J023578	.	chr18	23503469	23503470	RMC1	+
chr18	23503469	23575819	RMC1/GH18J023567	12	26.14	eQTLs,Distance	237,177,32	chr18	23567842	23575819	GH18J023567	.	chr18	23503469	23503470	RMC1	+
chr18	23503469	23563926	RMC1/GH18J023563	7	14.22	eQTLs,Distance	237,177,32	chr18	23563756	23563926	GH18J023563	.	chr18	23503469	23503470	RMC1	+
chr18	23503469	23542847	RMC1/GH18J023539	16	36.6	eQTLs,Distance	237,177,32	chr18	23539754	23542847	GH18J023539	.	chr18	23503469	23503470	RMC1	+
chr18	23503469	23530726	RMC1/GH18J023528	16	34.73	eQTLs,Distance	237,177,32	chr18	23528032	23530726	GH18J023528	.	chr18	23503469	23503470	RMC1	+
chr18	23503469	23524371	RMC1/GH18J023523	11	23.51	eQTLs,Distance	237,177,32	chr18	23523530	23524371	GH18J023523	.	chr18	23503469	23503470	RMC1	+
chr18	23503469	23511923	RMC1/GH18J023511	2	0.94	eRNA_co-expression,Distance	237,177,32	chr18	23511660	23511923	GH18J023511	.	chr18	23503469	23503470	RMC1	+
chr18	23514969	23586898	NPC1/GH18J023514	7	12.78	C-HiC,Distance	119,172,48	chr18	23514969	23516706	GH18J023514	.	chr18	23586897	23586898	NPC1	-
chr18	23523530	23586898	NPC1/GH18J023523	11	22.48	eQTLs,Distance	119,172,48	chr18	23523530	23524371	GH18J023523	.	chr18	23586897	23586898	NPC1	-
chr18	23539754	23586898	NPC1/GH18J023539	22	50.33	eQTLs,C-HiC,Distance	119,172,48	chr18	23539754	23542847	GH18J023539	.	chr18	23586897	23586898	NPC1	-
chr18	23567842	23586898	NPC1/GH18J023567	17	38.05	eQTLs,Distance	119,172,48	chr18	23567842	23575819	GH18J023567	.	chr18	23586897	23586898	NPC1	-
chr18	23582077	23587902	NPC1/GH18J023582	728	1789.65	eQTLs,eRNA_co-expression,Distance	119,172,48	chr18	23582077	23587902	GH18J023582	.	chr18	23586897	23586898	NPC1	-
chr18	23586897	23595226	NPC1/GH18J023592	17	36.98	eQTLs,eRNA_co-expression	119,172,48	chr18	23592336	23595226	GH18J023592	.	chr18	23586897	23586898	NPC1	-
chr18	23617426	23662892	ANKRD29/GH18J023617	8	15.79	C-HiC,Distance	77,190,238	chr18	23617426	23621034	GH18J023617	.	chr18	23662891	23662892	ANKRD29	-
chr18	23625822	23662892	ANKRD29/GH18J023625	10	19.8	eQTLs,C-HiC,Distance	77,190,238	chr18	23625822	23628484	GH18J023625	.	chr18	23662891	23662892	ANKRD29	-
chr18	23662891	23780918	ANKRD29/GH18J023778	6	12.28	eQTLs,C-HiC	77,190,238	chr18	23778868	23780918	GH18J023778	.	chr18	23662891	23662892	ANKRD29	-
chr18	23688896	23690552	LAMA3/GH18J023688	518	1271.69	eQTLs,Distance	0,114,189	chr18	23688896	23690552	GH18J023688	.	chr18	23689442	23689443	LAMA3	+
chr18	23689442	23995327	LAMA3/GH18J023991	14	31.16	eQTLs,C-HiC	0,114,189	chr18	23991602	23995327	GH18J023991	.	chr18	23689442	23689443	LAMA3	+
chr18	23689442	23983605	LAMA3/GH18J023981	10	20.1	eQTLs,C-HiC	0,114,189	chr18	23981197	23983605	GH18J023981	.	chr18	23689442	23689443	LAMA3	+
chr18	23689442	23886322	LAMA3/GH18J023882	451	1107.38	eQTLs,Distance	0,114,189	chr18	23882509	23886322	GH18J023882	.	chr18	23689442	23689443	LAMA3	+
chr18	23689442	23881726	LAMA3/GH18J023881	3	4.17	eQTLs,Distance	0,114,189	chr18	23881576	23881726	GH18J023881	.	chr18	23689442	23689443	LAMA3	+
chr18	23689442	23877646	LAMA3/GH18J023870	471	1156.85	eQTLs,Distance	0,114,189	chr18	23870337	23877646	GH18J023870	.	chr18	23689442	23689443	LAMA3	+
chr18	23689442	23866937	LAMA3/GH18J023860	8	15.93	eQTLs,Distance	0,114,189	chr18	23860856	23866937	GH18J023860	.	chr18	23689442	23689443	LAMA3	+
chr18	23689442	23850485	LAMA3/GH18J023848	5	8.21	eQTLs,Distance	0,114,189	chr18	23848479	23850485	GH18J023848	.	chr18	23689442	23689443	LAMA3	+
chr18	23689442	23845899	LAMA3/GH18J023844	4	6.54	eQTLs,Distance	0,114,189	chr18	23844311	23845899	GH18J023844	.	chr18	23689442	23689443	LAMA3	+
chr18	23689442	23840367	LAMA3/GH18J023836	9	18.27	eQTLs,eRNA_co-expression,Distance	0,114,189	chr18	23836356	23840367	GH18J023836	.	chr18	23689442	23689443	LAMA3	+
chr18	23689442	23836048	LAMA3/GH18J023834	4	5.23	eQTLs,Distance	0,114,189	chr18	23834542	23836048	GH18J023834	.	chr18	23689442	23689443	LAMA3	+
chr18	23689442	23829844	LAMA3/GH18J023824	9	17.66	eQTLs,Distance	0,114,189	chr18	23824363	23829844	GH18J023824	.	chr18	23689442	23689443	LAMA3	+
chr18	23689442	23823289	LAMA3/GH18J023822	6	10.11	eQTLs,Distance	0,114,189	chr18	23822276	23823289	GH18J023822	.	chr18	23689442	23689443	LAMA3	+
chr18	23689442	23785840	LAMA3/GH18J023784	13	27.62	eQTLs,C-HiC,Distance	0,114,189	chr18	23784332	23785840	GH18J023784	.	chr18	23689442	23689443	LAMA3	+
chr18	23689442	23780918	LAMA3/GH18J023778	8	15.38	eQTLs,C-HiC,Distance	0,114,189	chr18	23778868	23780918	GH18J023778	.	chr18	23689442	23689443	LAMA3	+
chr18	23689442	23721125	LAMA3/GH18J023715	18	41.74	eQTLs,C-HiC,Distance	0,114,189	chr18	23715870	23721125	GH18J023715	.	chr18	23689442	23689443	LAMA3	+
chr18	23689442	23696319	LAMA3/GH18J023694	11	23.34	eQTLs,Distance	0,114,189	chr18	23694567	23696319	GH18J023694	.	chr18	23689442	23689443	LAMA3	+
chr18	23981197	23983605	ENSG00000265752/GH18J023981	251	615.87	eQTLs,Distance	126,47,142	chr18	23981197	23983605	GH18J023981	.	chr18	23982555	23982556	ENSG00000265752	-
chr18	23991602	24015460	TTC39C-AS1/GH18J023991	9	17.72	eQTLs,Distance	77,190,238	chr18	23991602	23995327	GH18J023991	.	chr18	24015459	24015460	TTC39C-AS1	-
chr18	23992772	24077218	TTC39C/GH18J024075	4	6.39	eQTLs,Distance	119,172,48	chr18	24075697	24077218	GH18J024075	.	chr18	23992772	23992773	TTC39C	+
chr18	23992772	24057212	TTC39C/GH18J024053	5	9.71	C-HiC,Distance	119,172,48	chr18	24053103	24057212	GH18J024053	.	chr18	23992772	23992773	TTC39C	+
chr18	23992772	24034787	TTC39C/GH18J024033	6	10.6	eQTLs,Distance	119,172,48	chr18	24033347	24034787	GH18J024033	.	chr18	23992772	23992773	TTC39C	+
chr18	23992772	24028047	TTC39C/GH18J024025	6	11.34	eQTLs,Distance	119,172,48	chr18	24025797	24028047	GH18J024025	.	chr18	23992772	23992773	TTC39C	+
chr18	23992772	24021147	TTC39C/GH18J024018	5	7.56	eQTLs,Distance	119,172,48	chr18	24018000	24021147	GH18J024018	.	chr18	23992772	23992773	TTC39C	+
chr18	23992772	24004422	TTC39C/GH18J023998	27	61.74	eQTLs,eRNA_co-expression,Distance	119,172,48	chr18	23998285	24004422	GH18J023998	.	chr18	23992772	23992773	TTC39C	+
chr18	23998285	24015460	TTC39C-AS1/GH18J023998	7	14.72	eQTLs,Distance	77,190,238	chr18	23998285	24004422	GH18J023998	.	chr18	24015459	24015460	TTC39C-AS1	-
chr18	24009158	24015460	TTC39C-AS1/GH18J024009	6	11.91	eQTLs,Distance	77,190,238	chr18	24009158	24013154	GH18J024009	.	chr18	24015459	24015460	TTC39C-AS1	-
chr18	24013595	24016680	TTC39C-AS1/GH18J024013	580	1426.26	eQTLs,Distance	77,190,238	chr18	24013595	24016680	GH18J024013	.	chr18	24015459	24015460	TTC39C-AS1	-
chr18	24015459	24021147	TTC39C-AS1/GH18J024018	6	11.64	eQTLs,Distance	77,190,238	chr18	24018000	24021147	GH18J024018	.	chr18	24015459	24015460	TTC39C-AS1	-
chr18	24075697	24099320	ENSG00000265204/GH18J024075	4	6.15	eQTLs,Distance	162,20,47	chr18	24075697	24077218	GH18J024075	.	chr18	24099319	24099320	ENSG00000265204	-
chr18	24138308	24140066	CABYR/GH18J024138	484	1189.1	eQTLs,Distance	126,47,142	chr18	24138308	24140066	GH18J024138	.	chr18	24138955	24138956	CABYR	+
chr18	24138955	24191332	CABYR/GH18J024190	6	10.9	eQTLs,C-HiC	126,47,142	chr18	24190596	24191332	GH18J024190	.	chr18	24138955	24138956	CABYR	+
chr18	24200874	24397882	OSBPL1A/GH18J024200	2	1.24	eRNA_co-expression,Distance	126,47,142	chr18	24200874	24201267	GH18J024200	.	chr18	24397881	24397882	OSBPL1A	-
chr18	24228073	24397882	OSBPL1A/GH18J024228	2	1.8	eRNA_co-expression,Distance	126,47,142	chr18	24228073	24229200	GH18J024228	.	chr18	24397881	24397882	OSBPL1A	-
chr18	24270340	24397882	OSBPL1A/GH18J024270	500	1228.8	eQTLs,Distance	126,47,142	chr18	24270340	24272826	GH18J024270	.	chr18	24397881	24397882	OSBPL1A	-
chr18	24628181	24663310	LINC01915/GH18J024662	3	3.46	eQTLs,Distance	0,114,189	chr18	24662092	24663310	GH18J024662	.	chr18	24628181	24628182	LINC01915	+
chr18	24628181	24661450	LINC01915/GH18J024659	3	4.32	eQTLs,Distance	0,114,189	chr18	24659626	24661450	GH18J024659	.	chr18	24628181	24628182	LINC01915	+
chr18	24628181	24658277	LINC01915/GH18J024655	5	9.2	eQTLs,Distance	0,114,189	chr18	24655461	24658277	GH18J024655	.	chr18	24628181	24628182	LINC01915	+
chr18	25096591	25352250	ZNF521/GH18J025096	2	1.63	eRNA_co-expression,Distance	162,20,47	chr18	25096591	25098001	GH18J025096	.	chr18	25352249	25352250	ZNF521	-
chr18	25163709	25352250	ZNF521/GH18J025163	8	15.81	TF_co-expression,Distance	162,20,47	chr18	25163709	25166387	GH18J025163	.	chr18	25352249	25352250	ZNF521	-
chr18	25227531	25352250	ZNF521/GH18J025227	5	7.41	eRNA_co-expression,Distance	162,20,47	chr18	25227531	25234827	GH18J025227	.	chr18	25352249	25352250	ZNF521	-
chr18	26088131	26091942	SS18/GH18J026088	570	1399.64	eQTLs,TF_co-expression,Distance	237,177,32	chr18	26088131	26091942	GH18J026088	.	chr18	26091216	26091217	SS18	-
chr18	26224620	26228561	TAF4B/GH18J026224	547	1343.28	eQTLs,Distance	0,114,189	chr18	26224620	26228561	GH18J026224	.	chr18	26225935	26225936	TAF4B	+
chr18	26225935	26387057	TAF4B/GH18J026385	3	4.89	eQTLs,Distance	0,114,189	chr18	26385493	26387057	GH18J026385	.	chr18	26225935	26225936	TAF4B	+
chr18	26225935	26256381	TAF4B/GH18J026255	4	6.82	eQTLs,Distance	0,114,189	chr18	26255600	26256381	GH18J026255	.	chr18	26225935	26225936	TAF4B	+
chr18	26457908	26657401	KCTD1/GH18J026457	4	5.49	eQTLs,Distance	162,20,47	chr18	26457908	26459417	GH18J026457	.	chr18	26657400	26657401	KCTD1	-
chr18	26477145	26657401	KCTD1/GH18J026477	4	6.74	eQTLs,Distance	162,20,47	chr18	26477145	26484320	GH18J026477	.	chr18	26657400	26657401	KCTD1	-
chr18	26539595	26657401	KCTD1/GH18J026539	3	4.35	eQTLs,Distance	162,20,47	chr18	26539595	26541251	GH18J026539	.	chr18	26657400	26657401	KCTD1	-
chr18	26579643	26657401	KCTD1/GH18J026579	5	8.85	C-HiC,Distance	162,20,47	chr18	26579643	26580746	GH18J026579	.	chr18	26657400	26657401	KCTD1	-
chr18	26655741	26748400	AQP4-AS1/GH18J026744	4	4.95	eQTLs,Distance	77,190,238	chr18	26744916	26748400	GH18J026744	.	chr18	26655741	26655742	AQP4-AS1	+
chr18	26655741	26711338	AQP4-AS1/GH18J026710	5	9.58	eQTLs,Distance	77,190,238	chr18	26710107	26711338	GH18J026710	.	chr18	26655741	26655742	AQP4-AS1	+
chr18	26655741	26707600	AQP4-AS1/GH18J026706	3	2.67	eQTLs,Distance	77,190,238	chr18	26706511	26707600	GH18J026706	.	chr18	26655741	26655742	AQP4-AS1	+
chr18	26657400	26687372	KCTD1/GH18J026687	2	1.1	eRNA_co-expression,Distance	162,20,47	chr18	26687257	26687372	GH18J026687	.	chr18	26657400	26657401	KCTD1	-
chr18	26701800	26703638	PCAT18/GH18J026701	193	472.66	eQTLs,Distance	237,177,32	chr18	26701800	26702517	GH18J026701	.	chr18	26703637	26703638	PCAT18	-
chr18	26703637	26748400	PCAT18/GH18J026744	8	15.2	eQTLs,Distance	237,177,32	chr18	26744916	26748400	GH18J026744	.	chr18	26703637	26703638	PCAT18	-
chr18	26703637	26742405	PCAT18/GH18J026740	28	64.4	eQTLs,Distance	237,177,32	chr18	26740671	26742405	GH18J026740	.	chr18	26703637	26703638	PCAT18	-
chr18	26703637	26711338	PCAT18/GH18J026710	5	8.85	eQTLs,Distance	237,177,32	chr18	26710107	26711338	GH18J026710	.	chr18	26703637	26703638	PCAT18	-
chr18	26862984	26865818	AQP4/GH18J026862	396	971.04	eQTLs,Distance	77,190,238	chr18	26862984	26865756	GH18J026862	.	chr18	26865817	26865818	AQP4	-
chr18	28038799	28177481	CDH2/GH18J028038	5	7.45	eQTLs,C-HiC,Distance	119,172,48	chr18	28038799	28039694	GH18J028038	.	chr18	28177480	28177481	CDH2	-
chr18	28062494	28177481	CDH2/GH18J028062	5	9.47	eQTLs,eRNA_co-expression,Distance	119,172,48	chr18	28062494	28067021	GH18J028062	.	chr18	28177480	28177481	CDH2	-
chr18	28078936	28177481	CDH2/GH18J028078	5	7.66	eQTLs,C-HiC,Distance	119,172,48	chr18	28078936	28079086	GH18J028078	.	chr18	28177480	28177481	CDH2	-
chr18	28079603	28177481	CDH2/GH18J028079	4	5.85	C-HiC,Distance	119,172,48	chr18	28079603	28080354	GH18J028079	.	chr18	28177480	28177481	CDH2	-
chr18	28083898	28177481	CDH2/GH18J028083	11	23.36	eQTLs,C-HiC,Distance	119,172,48	chr18	28083898	28088892	GH18J028083	.	chr18	28177480	28177481	CDH2	-
chr18	28094486	28177481	CDH2/GH18J028094	3	4.26	C-HiC,Distance	119,172,48	chr18	28094486	28094809	GH18J028094	.	chr18	28177480	28177481	CDH2	-
chr18	28108651	28177481	CDH2/GH18J028108	13	28.21	eQTLs,C-HiC,eRNA_co-expression,Distance	119,172,48	chr18	28108651	28117303	GH18J028108	.	chr18	28177480	28177481	CDH2	-
chr18	28174200	28179188	CDH2/GH18J028174	701	1723.52	eRNA_co-expression,Distance	119,172,48	chr18	28174200	28179188	GH18J028174	.	chr18	28177480	28177481	CDH2	-
chr18	31039134	31043545	DSC3/GH18J031039	371	910.88	eQTLs,Distance	217,83,25	chr18	31039134	31043545	GH18J031039	.	chr18	31042814	31042815	DSC3	-
chr18	31097757	31103683	DSC2/GH18J031097	592	1456.18	eQTLs,Distance	126,47,142	chr18	31097757	31103683	GH18J031097	.	chr18	31102431	31102432	DSC2	-
chr18	31102431	31256935	DSC2/GH18J031255	5	9.26	eQTLs,C-HiC	126,47,142	chr18	31255296	31256935	GH18J031255	.	chr18	31102431	31102432	DSC2	-
chr18	31102431	31250593	DSC2/GH18J031247	7	12.59	eQTLs,C-HiC	126,47,142	chr18	31247599	31250593	GH18J031247	.	chr18	31102431	31102432	DSC2	-
chr18	31102431	31209381	DSC2/GH18J031202	14	29.79	C-HiC,eRNA_co-expression	126,47,142	chr18	31202219	31209381	GH18J031202	.	chr18	31102431	31102432	DSC2	-
chr18	31240574	31318089	DSG1/GH18J031240	566	1391.12	C-HiC,Distance	0,114,189	chr18	31240574	31246454	GH18J031240	.	chr18	31318088	31318089	DSG1	+
